"Date","HomeTeam","AwayTeam","HomeScore","AwayScore"
"2008-03-30","IFK Norrköping","Djurgårdens IF",1,2
"2008-03-30","AIK","Kalmar FF",0,0
"2008-03-30","GAIS","IF Elfsborg",1,1
"2008-03-30","Halmstads BK","Gefle IF",1,0
"2008-03-31","Ljungskile SK","Hammarby IF",0,1
"2008-03-31","GIF Sundsvall","Helsingborgs IF",0,3
"2008-03-31","Örebro SK","Trelleborgs FF",1,0
"2008-03-31","Malmö FF","IFK Göteborg",1,1
"2008-04-05","Djurgårdens IF","Malmö FF",1,1
"2008-04-06","IFK Göteborg","Örebro SK",4,1
"2008-04-06","Gefle IF","IFK Norrköping",2,0
"2008-04-06","Trelleborgs FF","GAIS",3,1
"2008-04-06","Helsingborgs IF","Halmstads BK",1,1
"2008-04-07","Hammarby IF","GIF Sundsvall",5,3
"2008-04-07","Kalmar FF","Ljungskile SK",3,1
"2008-04-07","IF Elfsborg","AIK",3,0
"2008-04-09","Gefle IF","Djurgårdens IF",1,2
"2008-04-09","IFK Norrköping","Trelleborgs FF",1,1
"2008-04-09","Halmstads BK","IFK Göteborg",1,1
"2008-04-10","GAIS","Hammarby IF",2,0
"2008-04-10","AIK","GIF Sundsvall",1,0
"2008-04-10","Malmö FF","IF Elfsborg",1,1
"2008-04-10","Ljungskile SK","Helsingborgs IF",0,2
"2008-04-10","Örebro SK","Kalmar FF",0,1
"2008-04-12","IFK Göteborg","IFK Norrköping",4,0
"2008-04-13","IF Elfsborg","Örebro SK",0,0
"2008-04-13","Djurgårdens IF","Halmstads BK",2,1
"2008-04-13","Helsingborgs IF","Gefle IF",2,2
"2008-04-13","Trelleborgs FF","Malmö FF",0,0
"2008-04-14","Kalmar FF","GAIS",4,0
"2008-04-14","GIF Sundsvall","Ljungskile SK",4,0
"2008-04-14","Hammarby IF","AIK",1,1
"2008-04-16","Malmö FF","Gefle IF",2,0
"2008-04-16","IFK Norrköping","Halmstads BK",1,3
"2008-04-16","Örebro SK","Djurgårdens IF",1,1
"2008-04-17","Hammarby IF","Helsingborgs IF",2,1
"2008-04-17","Ljungskile SK","IF Elfsborg",1,0
"2008-04-17","GIF Sundsvall","Kalmar FF",0,2
"2008-04-17","GAIS","IFK Göteborg",0,0
"2008-04-18","AIK","Trelleborgs FF",1,0
"2008-04-20","Gefle IF","Örebro SK",0,1
"2008-04-20","IF Elfsborg","GIF Sundsvall",2,0
"2008-04-20","Kalmar FF","Hammarby IF",1,0
"2008-04-20","Helsingborgs IF","IFK Norrköping",2,2
"2008-04-21","Djurgårdens IF","GAIS",0,0
"2008-04-21","IFK Göteborg","AIK",2,0
"2008-04-21","Trelleborgs FF","Ljungskile SK",1,2
"2008-04-21","Halmstads BK","Malmö FF",2,3
"2008-04-23","Kalmar FF","Helsingborgs IF",4,2
"2008-04-23","Hammarby IF","IF Elfsborg",0,0
"2008-04-24","Malmö FF","IFK Norrköping",2,1
"2008-04-24","GAIS","Gefle IF",2,0
"2008-04-24","Örebro SK","Halmstads BK",0,1
"2008-04-24","GIF Sundsvall","Trelleborgs FF",2,2
"2008-04-24","AIK","Djurgårdens IF",1,1
"2008-04-25","Ljungskile SK","IFK Göteborg",2,1
"2008-04-26","IF Elfsborg","Kalmar FF",1,0
"2008-04-27","Halmstads BK","GAIS",0,0
"2008-04-27","Trelleborgs FF","Hammarby IF",1,0
"2008-04-27","Gefle IF","AIK",0,1
"2008-04-28","Djurgårdens IF","Ljungskile SK",2,1
"2008-04-28","IFK Göteborg","GIF Sundsvall",1,0
"2008-04-28","IFK Norrköping","Örebro SK",0,0
"2008-04-28","Helsingborgs IF","Malmö FF",4,2
