"Date","HomeTeam","AwayTeam","HomeScore","AwayScore"
"1991-04-07","Malmö FF","IFK Göteborg",1,1
"1991-04-07","Östers IF","Örebro SK",1,1
"1991-04-07","Halmstads BK","AIK",0,1
"1991-04-07","GAIS","GIF Sundsvall",1,1
"1991-04-07","Djurgårdens IF","IFK Norrköping",0,3
"1991-04-13","IFK Norrköping","Östers IF",0,1
"1991-04-14","Örebro SK","GAIS",4,1
"1991-04-14","GIF Sundsvall","Djurgårdens IF",2,1
"1991-04-14","IFK Göteborg","Halmstads BK",2,0
"1991-04-14","AIK","Malmö FF",0,1
"1991-04-21","Östers IF","Djurgårdens IF",1,1
"1991-04-21","Malmö FF","GIF Sundsvall",6,0
"1991-04-21","Halmstads BK","GAIS",1,1
"1991-04-21","IFK Göteborg","Örebro SK",1,0
"1991-04-21","AIK","IFK Norrköping",1,0
"1991-04-24","Örebro SK","AIK",1,0
"1991-04-24","GIF Sundsvall","Halmstads BK",1,1
"1991-04-24","IFK Norrköping","Malmö FF",3,0
"1991-04-24","GAIS","Östers IF",2,0
"1991-04-24","Djurgårdens IF","IFK Göteborg",1,2
"1991-04-27","IFK Göteborg","IFK Norrköping",3,3
"1991-04-28","Örebro SK","GIF Sundsvall",3,1
"1991-04-28","Malmö FF","Djurgårdens IF",1,1
"1991-04-28","Halmstads BK","Östers IF",1,1
"1991-04-28","AIK","GAIS",2,1
"1991-05-05","Östers IF","IFK Göteborg",2,2
"1991-05-05","GIF Sundsvall","AIK",0,3
"1991-05-05","IFK Norrköping","Örebro SK",0,2
"1991-05-05","GAIS","Malmö FF",0,1
"1991-05-05","Djurgårdens IF","Halmstads BK",1,1
"1991-05-12","Örebro SK","Djurgårdens IF",1,1
"1991-05-12","IFK Norrköping","GAIS",2,0
"1991-05-12","Malmö FF","Halmstads BK",2,0
"1991-05-12","IFK Göteborg","GIF Sundsvall",3,0
"1991-05-12","AIK","Östers IF",2,1
"1991-05-16","Östers IF","Malmö FF",1,1
"1991-05-16","Halmstads BK","Örebro SK",0,1
"1991-05-16","GAIS","IFK Göteborg",1,0
"1991-05-16","Djurgårdens IF","AIK",2,1
"1991-05-20","Östers IF","GIF Sundsvall",3,0
"1991-05-20","IFK Norrköping","Halmstads BK",1,1
"1991-05-20","Malmö FF","Örebro SK",0,0
"1991-05-20","IFK Göteborg","AIK",1,0
"1991-05-20","Djurgårdens IF","GAIS",4,2
"1991-05-23","Örebro SK","IFK Norrköping",3,1
"1991-05-23","Malmö FF","GAIS",1,0
"1991-05-23","Halmstads BK","Djurgårdens IF",3,0
"1991-05-23","IFK Göteborg","Östers IF",2,0
"1991-05-23","AIK","GIF Sundsvall",3,3
"1991-05-26","Östers IF","Halmstads BK",2,2
"1991-05-26","GIF Sundsvall","Örebro SK",1,1
"1991-05-26","IFK Norrköping","IFK Göteborg",0,3
"1991-05-26","GAIS","AIK",2,1
"1991-05-26","Djurgårdens IF","Malmö FF",1,1
"1991-05-30","Örebro SK","Halmstads BK",3,0
"1991-05-30","IFK Norrköping","GIF Sundsvall",4,1
"1991-05-30","Malmö FF","Östers IF",2,1
"1991-05-30","IFK Göteborg","GAIS",1,2
"1991-05-30","AIK","Djurgårdens IF",0,0
"1991-06-02","Östers IF","AIK",0,0
"1991-06-02","GIF Sundsvall","IFK Göteborg",1,1
"1991-06-02","Halmstads BK","Malmö FF",1,0
"1991-06-02","GAIS","IFK Norrköping",1,1
"1991-06-02","Djurgårdens IF","Örebro SK",4,1
"1991-06-09","Örebro SK","Malmö FF",0,0
"1991-06-09","GIF Sundsvall","Östers IF",1,1
"1991-06-09","Halmstads BK","IFK Norrköping",1,2
"1991-06-09","GAIS","Djurgårdens IF",1,1
"1991-06-09","AIK","IFK Göteborg",0,0
"1991-06-23","GIF Sundsvall","IFK Norrköping",1,1
"1991-07-21","Östers IF","GAIS",2,2
"1991-07-21","Malmö FF","IFK Norrköping",1,1
"1991-07-21","Halmstads BK","GIF Sundsvall",3,0
"1991-07-21","IFK Göteborg","Djurgårdens IF",2,1
"1991-07-21","AIK","Örebro SK",0,0
"1991-07-24","Örebro SK","IFK Göteborg",0,4
"1991-07-24","GIF Sundsvall","Malmö FF",0,1
"1991-07-24","IFK Norrköping","AIK",1,1
"1991-07-24","GAIS","Halmstads BK",1,4
"1991-07-24","Djurgårdens IF","Östers IF",4,2
"1991-08-04","Östers IF","IFK Norrköping",3,1
"1991-08-04","Malmö FF","AIK",1,4
"1991-08-04","Halmstads BK","IFK Göteborg",2,1
"1991-08-05","GAIS","Örebro SK",1,2
"1991-08-05","Djurgårdens IF","GIF Sundsvall",3,1
"1991-08-11","Örebro SK","Östers IF",2,1
"1991-08-11","GIF Sundsvall","GAIS",1,3
"1991-08-11","IFK Norrköping","Djurgårdens IF",0,1
"1991-08-11","IFK Göteborg","Malmö FF",0,0
"1991-08-11","AIK","Halmstads BK",2,1
