"Date","HomeTeam","AwayTeam","HomeScore","AwayScore"
"1997-04-06","Malmö FF","Västerås SK",2,0
"1997-04-06","Ljungskile SK","IFK Norrköping",2,1
"1997-04-07","Östers IF","Örebro SK",1,1
"1997-04-07","Örgryte IS","Trelleborgs FF",2,0
"1997-04-07","IF Elfsborg","IFK Göteborg",3,0
"1997-04-07","AIK","Helsingborgs IF",2,1
"1997-04-13","Örebro SK","Ljungskile SK",3,1
"1997-04-13","IFK Norrköping","Degerfors IF",2,0
"1997-04-13","Helsingborgs IF","Östers IF",2,0
"1997-04-13","Halmstads BK","Malmö FF",3,1
"1997-04-14","Västerås SK","IF Elfsborg",0,3
"1997-04-14","Trelleborgs FF","AIK",0,3
"1997-04-14","IFK Göteborg","Örgryte IS",2,0
"1997-04-20","Östers IF","Trelleborgs FF",3,3
"1997-04-20","Örebro SK","IFK Norrköping",2,3
"1997-04-20","Ljungskile SK","Helsingborgs IF",0,1
"1997-04-20","IF Elfsborg","Halmstads BK",3,1
"1997-04-21","Örgryte IS","Västerås SK",2,1
"1997-04-21","Malmö FF","Degerfors IF",2,0
"1997-04-21","AIK","IFK Göteborg",0,0
"1997-04-24","Västerås SK","AIK",1,1
"1997-04-24","Trelleborgs FF","Ljungskile SK",3,1
"1997-04-24","IFK Norrköping","Malmö FF",2,2
"1997-04-24","Helsingborgs IF","Örebro SK",1,1
"1997-04-24","Halmstads BK","Örgryte IS",3,1
"1997-04-24","IFK Göteborg","Östers IF",3,0
"1997-04-24","Degerfors IF","IF Elfsborg",2,2
"1997-05-04","Östers IF","Västerås SK",2,0
"1997-05-04","Örebro SK","Trelleborgs FF",4,1
"1997-05-04","Ljungskile SK","IFK Göteborg",3,4
"1997-05-04","AIK","Halmstads BK",0,2
"1997-05-05","Örgryte IS","Degerfors IF",3,1
"1997-05-05","Helsingborgs IF","IFK Norrköping",0,0
"1997-05-05","IF Elfsborg","Malmö FF",1,1
"1997-05-11","Västerås SK","Ljungskile SK",3,1
"1997-05-11","IFK Norrköping","IF Elfsborg",1,2
"1997-05-11","Malmö FF","Örgryte IS",3,0
"1997-05-11","Halmstads BK","Östers IF",2,1
"1997-05-12","Trelleborgs FF","Helsingborgs IF",2,0
"1997-05-12","IFK Göteborg","Örebro SK",5,2
"1997-05-12","Degerfors IF","AIK",2,4
"1997-05-15","Degerfors IF","Halmstads BK",0,2
"1997-05-19","Östers IF","Degerfors IF",3,2
"1997-05-19","Örgryte IS","IF Elfsborg",2,0
"1997-05-19","Örebro SK","Västerås SK",5,0
"1997-05-19","Trelleborgs FF","IFK Norrköping",0,1
"1997-05-19","Ljungskile SK","Halmstads BK",5,2
"1997-05-19","Helsingborgs IF","IFK Göteborg",2,0
"1997-05-19","AIK","Malmö FF",1,1
"1997-05-25","IFK Norrköping","Örgryte IS",1,2
"1997-05-25","Malmö FF","Östers IF",1,1
"1997-05-25","IFK Göteborg","Trelleborgs FF",4,1
"1997-05-25","Degerfors IF","Ljungskile SK",2,1
"1997-05-26","Västerås SK","Helsingborgs IF",0,1
"1997-05-26","Halmstads BK","Örebro SK",3,2
"1997-05-26","IF Elfsborg","AIK",3,1
"1997-06-01","Örebro SK","Degerfors IF",1,0
"1997-06-01","Trelleborgs FF","Västerås SK",3,5
"1997-06-01","IFK Norrköping","IFK Göteborg",1,3
"1997-06-01","Ljungskile SK","Malmö FF",1,2
"1997-06-02","Östers IF","IF Elfsborg",2,4
"1997-06-02","Örgryte IS","AIK",1,0
"1997-06-02","Helsingborgs IF","Halmstads BK",2,1
"1997-06-11","Örgryte IS","Östers IF",1,1
"1997-06-11","Västerås SK","IFK Göteborg",1,2
"1997-06-11","Malmö FF","Örebro SK",1,1
"1997-06-11","Halmstads BK","Trelleborgs FF",1,2
"1997-06-11","IF Elfsborg","Ljungskile SK",3,0
"1997-06-11","Degerfors IF","Helsingborgs IF",1,1
"1997-06-11","AIK","IFK Norrköping",1,0
"1997-06-15","Östers IF","AIK",0,0
"1997-06-15","Örebro SK","IF Elfsborg",1,0
"1997-06-15","Trelleborgs FF","Degerfors IF",3,1
"1997-06-15","Ljungskile SK","Örgryte IS",1,1
"1997-06-16","Västerås SK","IFK Norrköping",0,0
"1997-06-16","Helsingborgs IF","Malmö FF",2,1
"1997-06-16","IFK Göteborg","Halmstads BK",2,0
"1997-06-22","Degerfors IF","IFK Göteborg",1,3
"1997-06-23","Malmö FF","Trelleborgs FF",5,2
"1997-06-23","IF Elfsborg","Helsingborgs IF",1,3
"1997-06-23","AIK","Ljungskile SK",6,0
"1997-06-25","Örgryte IS","Örebro SK",0,0
"1997-06-25","IFK Norrköping","Östers IF",1,0
"1997-06-25","Halmstads BK","Västerås SK",2,1
"1997-06-28","IFK Göteborg","Malmö FF",1,1
"1997-06-29","AIK","Örebro SK",2,0
"1997-06-30","Västerås SK","Degerfors IF",1,3
"1997-07-02","Östers IF","Ljungskile SK",1,1
"1997-07-02","Halmstads BK","IFK Norrköping",1,0
"1997-07-17","Trelleborgs FF","IF Elfsborg",3,2
"1997-07-20","Degerfors IF","Västerås SK",0,0
"1997-07-21","Örgryte IS","Helsingborgs IF",2,2
"1997-07-21","Malmö FF","IFK Göteborg",1,1
"1997-07-21","IF Elfsborg","Trelleborgs FF",3,2
"1997-07-23","Örebro SK","AIK",3,2
"1997-07-23","IFK Norrköping","Halmstads BK",0,3
"1997-07-23","Ljungskile SK","Östers IF",3,0
"1997-07-27","Helsingborgs IF","Örgryte IS",3,1
"1997-07-30","Östers IF","IFK Norrköping",1,1
"1997-07-30","Örebro SK","Örgryte IS",2,0
"1997-07-30","Trelleborgs FF","Malmö FF",2,1
"1997-07-30","Ljungskile SK","AIK",0,3
"1997-07-30","Helsingborgs IF","IF Elfsborg",1,0
"1997-07-30","IFK Göteborg","Degerfors IF",2,2
"1997-08-03","Örgryte IS","Ljungskile SK",1,0
"1997-08-03","IFK Norrköping","Västerås SK",4,0
"1997-08-03","Malmö FF","Helsingborgs IF",4,2
"1997-08-03","Halmstads BK","IFK Göteborg",6,0
"1997-08-03","IF Elfsborg","Örebro SK",2,1
"1997-08-03","Degerfors IF","Trelleborgs FF",1,0
"1997-08-03","AIK","Östers IF",2,2
"1997-08-06","Västerås SK","Halmstads BK",1,0
"1997-08-09","Örebro SK","Malmö FF",0,5
"1997-08-09","Trelleborgs FF","Halmstads BK",0,1
"1997-08-09","Helsingborgs IF","Degerfors IF",2,2
"1997-08-09","IFK Göteborg","Västerås SK",2,0
"1997-08-11","Östers IF","Örgryte IS",0,2
"1997-08-11","IFK Norrköping","AIK",0,2
"1997-08-11","Ljungskile SK","IF Elfsborg",1,1
"1997-08-16","Västerås SK","Trelleborgs FF",0,2
"1997-08-16","Malmö FF","Ljungskile SK",1,1
"1997-08-16","Halmstads BK","Helsingborgs IF",3,1
"1997-08-16","IFK Göteborg","IFK Norrköping",4,0
"1997-08-16","IF Elfsborg","Östers IF",4,1
"1997-08-16","Degerfors IF","Örebro SK",1,2
"1997-08-16","AIK","Örgryte IS",1,1
"1997-08-23","Östers IF","Halmstads BK",0,1
"1997-08-23","Örgryte IS","Malmö FF",0,2
"1997-08-23","Örebro SK","IFK Göteborg",0,0
