"Date","HomeTeam","AwayTeam","HomeScore","AwayScore"
"1964-04-12","Malmö FF","Djurgårdens IF",1,0
"1964-04-12","GAIS","Helsingborgs IF",0,1
"1964-04-12","IFK Eskilstuna","IFK Göteborg",1,2
"1964-04-12","IF Elfsborg","Örebro SK",1,0
"1964-04-12","Degerfors IF","Örgryte IS",0,3
"1964-04-12","AIK","IFK Norrköping",3,3
"1964-04-16","Örgryte IS","IF Elfsborg",2,0
"1964-04-19","Örebro SK","AIK",2,1
"1964-04-19","IFK Norrköping","GAIS",0,1
"1964-04-19","Helsingborgs IF","Malmö FF",2,2
"1964-04-19","IFK Göteborg","Degerfors IF",2,0
"1964-04-19","Djurgårdens IF","IFK Eskilstuna",5,0
"1964-04-23","IFK Göteborg","Djurgårdens IF",1,3
"1964-04-26","Malmö FF","IFK Norrköping",2,0
"1964-04-26","GAIS","Örebro SK",0,1
"1964-04-26","IFK Eskilstuna","Helsingborgs IF",0,0
"1964-04-26","Degerfors IF","IF Elfsborg",3,1
"1964-04-26","AIK","Örgryte IS",3,1
"1964-05-03","Örgryte IS","GAIS",2,2
"1964-05-03","Örebro SK","Malmö FF",1,2
"1964-05-03","IFK Norrköping","IFK Eskilstuna",7,1
"1964-05-03","Helsingborgs IF","IFK Göteborg",2,2
"1964-05-03","IF Elfsborg","AIK",3,0
"1964-05-03","Djurgårdens IF","Degerfors IF",3,0
"1964-05-07","Malmö FF","Örgryte IS",1,2
"1964-05-07","IFK Göteborg","IFK Norrköping",1,5
"1964-05-07","IFK Eskilstuna","Örebro SK",2,2
"1964-05-07","Djurgårdens IF","Helsingborgs IF",5,0
"1964-05-07","Degerfors IF","AIK",3,1
"1964-05-10","GAIS","IF Elfsborg",1,5
"1964-05-15","Helsingborgs IF","Degerfors IF",5,0
"1964-05-18","Örgryte IS","IFK Eskilstuna",2,1
"1964-05-18","Örebro SK","IFK Göteborg",0,2
"1964-05-18","IFK Norrköping","Djurgårdens IF",1,1
"1964-05-18","IF Elfsborg","Malmö FF",0,2
"1964-05-18","AIK","GAIS",2,0
"1964-05-21","IFK Göteborg","Örgryte IS",3,5
"1964-05-24","Malmö FF","AIK",2,1
"1964-05-24","Helsingborgs IF","IFK Norrköping",0,1
"1964-05-24","IFK Eskilstuna","IF Elfsborg",3,1
"1964-05-24","Djurgårdens IF","Örebro SK",3,1
"1964-05-24","Degerfors IF","GAIS",5,2
"1964-05-31","Örgryte IS","Djurgårdens IF",0,2
"1964-05-31","Örebro SK","Helsingborgs IF",4,1
"1964-05-31","IFK Norrköping","Degerfors IF",2,2
"1964-05-31","IF Elfsborg","IFK Göteborg",0,1
"1964-05-31","AIK","IFK Eskilstuna",0,0
"1964-06-02","GAIS","Malmö FF",0,3
"1964-06-03","Djurgårdens IF","IF Elfsborg",1,1
"1964-06-04","IFK Norrköping","Örebro SK",4,0
"1964-06-04","IFK Göteborg","AIK",1,3
"1964-06-07","Helsingborgs IF","Örgryte IS",1,6
"1964-06-07","IFK Eskilstuna","GAIS",2,2
"1964-06-07","Degerfors IF","Malmö FF",1,1
"1964-06-10","Örgryte IS","IFK Norrköping",1,3
"1964-06-10","Örebro SK","Degerfors IF",0,2
"1964-06-10","IF Elfsborg","Helsingborgs IF",4,3
"1964-06-10","AIK","Djurgårdens IF",0,0
"1964-06-11","Malmö FF","IFK Eskilstuna",6,0
"1964-06-14","IFK Norrköping","IF Elfsborg",5,0
"1964-06-14","Helsingborgs IF","AIK",3,0
"1964-06-14","IFK Göteborg","Malmö FF",2,6
"1964-06-14","IFK Eskilstuna","Degerfors IF",0,0
"1964-06-14","Djurgårdens IF","GAIS",3,1
"1964-06-17","Örebro SK","Örgryte IS",0,1
"1964-06-17","GAIS","IFK Göteborg",0,1
"1964-08-06","Malmö FF","IFK Göteborg",3,0
"1964-08-06","IF Elfsborg","IFK Norrköping",0,2
"1964-08-09","GAIS","Djurgårdens IF",1,4
"1964-08-09","AIK","Helsingborgs IF",5,2
"1964-08-12","Örgryte IS","Örebro SK",3,1
"1964-08-12","Djurgårdens IF","Malmö FF",0,0
"1964-08-12","Degerfors IF","IFK Eskilstuna",3,2
"1964-08-13","IFK Norrköping","AIK",3,2
"1964-08-16","Örebro SK","IF Elfsborg",2,0
"1964-08-16","Helsingborgs IF","GAIS",4,1
"1964-08-16","IFK Göteborg","IFK Eskilstuna",0,0
"1964-08-19","Örgryte IS","Degerfors IF",6,3
"1964-08-20","Malmö FF","Helsingborgs IF",4,1
"1964-08-23","GAIS","IFK Norrköping",0,0
"1964-08-23","IFK Eskilstuna","Djurgårdens IF",2,0
"1964-08-23","IF Elfsborg","Örgryte IS",3,0
"1964-08-23","Degerfors IF","IFK Göteborg",1,2
"1964-08-23","AIK","Örebro SK",4,0
"1964-08-26","Djurgårdens IF","AIK",3,0
"1964-08-27","IFK Norrköping","Örgryte IS",2,2
"1964-08-27","IFK Göteborg","GAIS",1,2
"1964-08-30","Helsingborgs IF","IF Elfsborg",2,3
"1964-08-30","IFK Eskilstuna","Malmö FF",1,2
"1964-08-30","Degerfors IF","Örebro SK",1,1
"1964-09-03","Örgryte IS","Helsingborgs IF",5,3
"1964-09-06","Örebro SK","IFK Norrköping",2,2
"1964-09-06","Malmö FF","Degerfors IF",0,2
"1964-09-06","GAIS","IFK Eskilstuna",1,3
"1964-09-06","IF Elfsborg","Djurgårdens IF",2,0
"1964-09-06","AIK","IFK Göteborg",1,2
"1964-09-13","Helsingborgs IF","Örebro SK",3,0
"1964-09-13","IFK Eskilstuna","AIK",1,3
"1964-09-13","Djurgårdens IF","Örgryte IS",1,1
"1964-09-13","Degerfors IF","IFK Norrköping",3,1
"1964-09-16","Malmö FF","GAIS",4,1
"1964-09-16","IFK Göteborg","IF Elfsborg",0,2
"1964-09-24","Örgryte IS","IFK Göteborg",1,5
"1964-09-27","Örebro SK","Djurgårdens IF",2,0
"1964-09-27","IFK Norrköping","Helsingborgs IF",1,2
"1964-09-27","GAIS","Degerfors IF",2,3
"1964-09-27","IF Elfsborg","IFK Eskilstuna",2,1
"1964-09-27","AIK","Malmö FF",1,3
"1964-10-01","GAIS","AIK",0,4
