"Date","HomeTeam","AwayTeam","HomeScore","AwayScore"
"1990-04-04","Örgryte IS","Örebro SK",0,2
"1990-04-04","AIK","IK Brage",1,0
"1990-04-07","IFK Norrköping","IFK Göteborg",6,0
"1990-04-08","Malmö FF","Djurgårdens IF",0,0
"1990-04-08","Hammarby IF","Halmstads BK",1,2
"1990-04-08","GAIS","Östers IF",3,0
"1990-04-13","IK Brage","GAIS",1,1
"1990-04-16","Östers IF","Hammarby IF",5,2
"1990-04-16","Örebro SK","Malmö FF",0,0
"1990-04-16","Halmstads BK","Örgryte IS",0,1
"1990-04-16","IFK Göteborg","AIK",5,0
"1990-04-16","Djurgårdens IF","IFK Norrköping",0,2
"1990-04-19","GAIS","IFK Norrköping",2,0
"1990-04-19","AIK","Halmstads BK",2,1
"1990-04-21","Östers IF","Örgryte IS",1,0
"1990-04-22","Hammarby IF","Malmö FF",0,1
"1990-04-22","IFK Göteborg","Djurgårdens IF",2,1
"1990-04-22","IK Brage","Örebro SK",0,1
"1990-04-29","Örgryte IS","Hammarby IF",3,0
"1990-04-29","IFK Norrköping","AIK",4,1
"1990-04-29","Malmö FF","GAIS",0,0
"1990-04-29","Halmstads BK","IFK Göteborg",1,0
"1990-04-29","Djurgårdens IF","IK Brage",1,1
"1990-05-01","Örebro SK","Östers IF",0,0
"1990-05-03","AIK","Örgryte IS",1,0
"1990-05-05","IFK Norrköping","Malmö FF",1,0
"1990-05-06","Östers IF","IFK Göteborg",2,0
"1990-05-06","Hammarby IF","Djurgårdens IF",3,0
"1990-05-06","GAIS","Örebro SK",0,1
"1990-05-06","IK Brage","Halmstads BK",1,1
"1990-05-13","Örebro SK","Hammarby IF",4,1
"1990-05-13","Malmö FF","AIK",2,3
"1990-05-13","Halmstads BK","IFK Norrköping",0,2
"1990-05-13","IFK Göteborg","IK Brage",1,0
"1990-05-13","Djurgårdens IF","Östers IF",4,0
"1990-05-14","Örgryte IS","GAIS",2,0
"1990-05-16","AIK","Djurgårdens IF",1,0
"1990-05-17","Östers IF","Halmstads BK",2,0
"1990-05-17","IFK Norrköping","Örebro SK",2,2
"1990-05-17","Malmö FF","Örgryte IS",0,2
"1990-05-17","Hammarby IF","IK Brage",3,1
"1990-05-17","GAIS","IFK Göteborg",0,1
"1990-05-20","Örebro SK","AIK",3,0
"1990-05-20","Halmstads BK","Malmö FF",1,2
"1990-05-20","IFK Göteborg","Hammarby IF",2,2
"1990-05-20","Djurgårdens IF","GAIS",2,1
"1990-05-20","IK Brage","Östers IF",1,1
"1990-05-21","Örgryte IS","IFK Norrköping",1,1
"1990-07-22","Örebro SK","IFK Göteborg",2,6
"1990-07-22","IFK Norrköping","Hammarby IF",3,1
"1990-07-22","Malmö FF","Östers IF",1,1
"1990-07-22","Halmstads BK","Djurgårdens IF",0,0
"1990-07-22","AIK","GAIS",2,2
"1990-07-23","Örgryte IS","IK Brage",1,3
"1990-07-25","Hammarby IF","GAIS",0,2
"1990-07-26","Östers IF","AIK",1,0
"1990-07-26","Djurgårdens IF","Örgryte IS",7,1
"1990-07-30","Halmstads BK","Örebro SK",3,0
"1990-07-30","IFK Göteborg","Malmö FF",0,0
"1990-07-30","IK Brage","IFK Norrköping",1,1
"1990-08-01","GAIS","Halmstads BK",0,0
"1990-08-01","AIK","Hammarby IF",2,0
"1990-08-02","Örgryte IS","IFK Göteborg",0,3
"1990-08-02","Örebro SK","Djurgårdens IF",0,1
