"Date","HomeTeam","AwayTeam","HomeScore","AwayScore"
"2003-04-05","Landskrona BoIS","IFK Göteborg",2,1
"2003-04-06","Örgryte IS","Helsingborgs IF",1,4
"2003-04-06","AIK","Enköpings SK",3,0
"2003-04-07","Malmö FF","Örebro SK",2,0
"2003-04-07","Hammarby IF","IF Elfsborg",3,0
"2003-04-07","Halmstads BK","GIF Sundsvall",2,0
"2003-04-08","Östers IF","Djurgårdens IF",0,4
"2003-04-13","IF Elfsborg","Örgryte IS",3,1
"2003-04-13","Helsingborgs IF","Östers IF",0,3
"2003-04-13","GIF Sundsvall","AIK",2,1
"2003-04-14","Örebro SK","Hammarby IF",2,3
"2003-04-14","IFK Göteborg","Malmö FF",3,0
"2003-04-14","Djurgårdens IF","Halmstads BK",2,0
"2003-04-15","Enköpings SK","Landskrona BoIS",1,1
"2003-04-18","Örgryte IS","Enköpings SK",3,0
"2003-04-18","Helsingborgs IF","GIF Sundsvall",2,1
"2003-04-18","Halmstads BK","Örebro SK",2,3
"2003-04-21","Östers IF","IFK Göteborg",0,0
"2003-04-21","Malmö FF","Landskrona BoIS",2,2
"2003-04-21","Djurgårdens IF","IF Elfsborg",5,0
"2003-04-22","Hammarby IF","AIK",1,1
"2003-04-26","IF Elfsborg","Helsingborgs IF",0,0
"2003-04-26","Örebro SK","Djurgårdens IF",1,0
"2003-04-26","Enköpings SK","Östers IF",0,2
"2003-04-27","Landskrona BoIS","Hammarby IF",0,1
"2003-04-27","IFK Göteborg","Halmstads BK",0,0
"2003-04-27","AIK","Örgryte IS",3,0
"2003-04-27","GIF Sundsvall","Malmö FF",1,1
"2003-05-04","Östers IF","AIK",0,1
"2003-05-04","Örgryte IS","Landskrona BoIS",1,1
"2003-05-04","Halmstads BK","Enköpings SK",3,2
"2003-05-05","IF Elfsborg","GIF Sundsvall",2,2
"2003-05-05","Helsingborgs IF","Örebro SK",0,0
"2003-05-05","Hammarby IF","Malmö FF",2,1
"2003-05-06","Djurgårdens IF","IFK Göteborg",3,1
"2003-05-11","GIF Sundsvall","Hammarby IF",0,0
"2003-05-11","Landskrona BoIS","Östers IF",2,0
"2003-05-11","Enköpings SK","Djurgårdens IF",0,4
"2003-05-11","AIK","Halmstads BK",4,2
"2003-05-12","Örebro SK","IF Elfsborg",2,1
"2003-05-12","IFK Göteborg","Helsingborgs IF",1,2
"2003-05-13","Malmö FF","Örgryte IS",1,1
"2003-05-18","Malmö FF","Enköpings SK",4,0
"2003-05-18","Djurgårdens IF","GIF Sundsvall",2,0
"2003-05-19","Örgryte IS","Örebro SK",2,0
"2003-05-19","Landskrona BoIS","AIK",1,2
"2003-05-19","Hammarby IF","IFK Göteborg",1,1
"2003-05-20","Helsingborgs IF","Halmstads BK",0,1
"2003-05-25","Örebro SK","Östers IF",5,1
"2003-05-26","Helsingborgs IF","Djurgårdens IF",2,1
"2003-05-26","AIK","Malmö FF",2,0
"2003-05-27","IFK Göteborg","Örgryte IS",5,2
"2003-05-27","GIF Sundsvall","Landskrona BoIS",3,1
"2003-05-27","Enköpings SK","Hammarby IF",1,2
"2003-05-28","Halmstads BK","IF Elfsborg",1,1
"2003-06-01","Örgryte IS","Hammarby IF",0,1
"2003-06-01","Örebro SK","GIF Sundsvall",2,1
"2003-06-01","Halmstads BK","Landskrona BoIS",3,0
"2003-06-02","Östers IF","Malmö FF",0,2
"2003-06-02","IF Elfsborg","IFK Göteborg",2,1
"2003-06-02","Helsingborgs IF","Enköpings SK",0,4
"2003-06-02","AIK","Djurgårdens IF",3,3
"2003-06-12","Östers IF","IF Elfsborg",1,2
"2003-06-15","Landskrona BoIS","Djurgårdens IF",1,2
"2003-06-15","Hammarby IF","Östers IF",2,2
"2003-06-15","GIF Sundsvall","Örgryte IS",0,1
"2003-06-16","IFK Göteborg","Örebro SK",4,0
"2003-06-16","Enköpings SK","IF Elfsborg",1,1
"2003-06-16","AIK","Helsingborgs IF",0,2
"2003-06-17","Malmö FF","Halmstads BK",2,1
"2003-06-18","Östers IF","Örgryte IS",1,2
"2003-06-22","Örebro SK","Enköpings SK",4,2
"2003-06-23","IFK Göteborg","GIF Sundsvall",1,1
"2003-06-23","IF Elfsborg","AIK",2,0
"2003-06-23","Helsingborgs IF","Landskrona BoIS",2,2
"2003-06-23","Djurgårdens IF","Malmö FF",0,2
"2003-06-25","Halmstads BK","Hammarby IF",3,1
"2003-06-29","Landskrona BoIS","IF Elfsborg",2,1
"2003-06-30","Malmö FF","Helsingborgs IF",5,0
"2003-06-30","Enköpings SK","IFK Göteborg",0,1
"2003-06-30","Djurgårdens IF","Hammarby IF",3,0
"2003-07-01","AIK","Örebro SK",0,0
"2003-07-02","Örgryte IS","Halmstads BK",3,1
"2003-07-02","GIF Sundsvall","Östers IF",1,1
"2003-07-06","Landskrona BoIS","Örebro SK",0,0
"2003-07-06","Halmstads BK","Östers IF",3,0
"2003-07-06","Enköpings SK","GIF Sundsvall",3,1
"2003-07-07","IFK Göteborg","AIK",0,2
"2003-07-07","IF Elfsborg","Malmö FF",1,2
"2003-07-08","Hammarby IF","Helsingborgs IF",2,0
"2003-07-09","Djurgårdens IF","Örgryte IS",0,3
"2003-07-13","GIF Sundsvall","Enköpings SK",0,0
"2003-07-13","Östers IF","Halmstads BK",0,3
"2003-07-13","Örebro SK","Landskrona BoIS",0,0
"2003-07-17","AIK","IFK Göteborg",0,2
"2003-07-17","Örgryte IS","Djurgårdens IF",0,3
"2003-07-20","Östers IF","Enköpings SK",1,1
"2003-07-21","Djurgårdens IF","Örebro SK",3,0
"2003-07-21","Malmö FF","IF Elfsborg",0,0
"2003-07-21","Helsingborgs IF","Hammarby IF",0,2
"2003-07-23","Örgryte IS","AIK",3,1
"2003-07-24","Halmstads BK","IFK Göteborg",1,0
"2003-07-28","Malmö FF","GIF Sundsvall",2,2
"2003-07-28","Helsingborgs IF","IF Elfsborg",1,0
"2003-07-28","Hammarby IF","Landskrona BoIS",0,1
"2003-08-02","IF Elfsborg","Djurgårdens IF",0,2
"2003-08-03","GIF Sundsvall","Helsingborgs IF",0,1
"2003-08-03","Enköpings SK","Örgryte IS",1,3
"2003-08-04","Örebro SK","Halmstads BK",0,2
