"Date","HomeTeam","AwayTeam","HomeScore","AwayScore"
"1972-04-15","AIK","Örgryte IS",2,2
"1972-04-16","Östers IF","Landskrona BoIS",2,0
"1972-04-16","Örebro SK","Hammarby IF",0,1
"1972-04-16","IFK Norrköping","Djurgårdens IF",3,2
"1972-04-16","Malmö FF","Halmstads BK",5,2
"1972-04-16","GAIS","Åtvidabergs FF",0,3
"1972-04-21","Hammarby IF","Östers IF",0,0
"1972-04-23","Halmstads BK","Örebro SK",0,0
"1972-04-23","Örgryte IS","Malmö FF",1,0
"1972-04-23","Åtvidabergs FF","AIK",0,0
"1972-04-23","Landskrona BoIS","IFK Norrköping",0,0
"1972-04-23","Djurgårdens IF","GAIS",4,2
"1972-05-01","Östers IF","Örgryte IS",1,0
"1972-05-01","Örebro SK","AIK",0,1
"1972-05-01","IFK Norrköping","Halmstads BK",2,1
"1972-05-01","Malmö FF","Åtvidabergs FF",1,0
"1972-05-01","GAIS","Hammarby IF",2,1
"1972-05-01","Djurgårdens IF","Landskrona BoIS",1,1
"1972-05-04","Hammarby IF","IFK Norrköping",0,0
"1972-05-05","Åtvidabergs FF","Djurgårdens IF",4,2
"1972-05-07","Örgryte IS","Örebro SK",2,2
"1972-05-07","Landskrona BoIS","GAIS",2,4
"1972-05-07","Halmstads BK","Östers IF",0,3
"1972-05-07","AIK","Malmö FF",2,1
"1972-05-09","Djurgårdens IF","Hammarby IF",1,1
"1972-05-11","Östers IF","AIK",0,2
"1972-05-11","Örebro SK","Malmö FF",1,2
"1972-05-11","IFK Norrköping","Örgryte IS",1,1
"1972-05-11","Landskrona BoIS","Åtvidabergs FF",0,2
"1972-05-11","GAIS","Halmstads BK",2,2
"1972-05-17","AIK","IFK Norrköping",1,1
"1972-05-18","Örgryte IS","GAIS",1,0
"1972-05-18","Åtvidabergs FF","Örebro SK",2,2
"1972-05-18","Malmö FF","Östers IF",1,0
"1972-05-18","Hammarby IF","Landskrona BoIS",1,1
"1972-05-18","Halmstads BK","Djurgårdens IF",0,2
"1972-05-28","Östers IF","Örebro SK",0,2
"1972-05-28","IFK Norrköping","Malmö FF",2,1
"1972-05-28","Landskrona BoIS","Halmstads BK",3,0
"1972-05-28","Hammarby IF","Åtvidabergs FF",1,4
"1972-05-28","GAIS","AIK",2,3
"1972-05-29","Djurgårdens IF","Örgryte IS",3,1
"1972-06-01","Örgryte IS","Landskrona BoIS",2,3
"1972-06-01","Örebro SK","IFK Norrköping",1,2
"1972-06-01","Åtvidabergs FF","Östers IF",0,0
"1972-06-01","Malmö FF","GAIS",1,1
"1972-06-01","Halmstads BK","Hammarby IF",1,4
"1972-06-01","AIK","Djurgårdens IF",1,1
"1972-06-04","Östers IF","Djurgårdens IF",2,1
"1972-06-04","Åtvidabergs FF","Örgryte IS",5,0
"1972-06-04","Landskrona BoIS","Örebro SK",1,1
"1972-06-04","Hammarby IF","Malmö FF",1,2
"1972-06-04","GAIS","IFK Norrköping",1,4
