"Date","HomeTeam","AwayTeam","HomeScore","AwayScore"
"1983-04-16","BK Häcken","IF Elfsborg",0,0
"1983-04-17","Östers IF","Örgryte IS",0,0
"1983-04-17","Malmö FF","Mjällby AIF",1,1
"1983-04-17","Hammarby IF","Halmstads BK",2,1
"1983-04-17","IFK Göteborg","Gefle IF",0,0
"1983-04-17","IK Brage","AIK",0,0
"1983-04-24","Örgryte IS","Malmö FF",1,1
"1983-04-24","Mjällby AIF","Hammarby IF",1,0
"1983-04-24","Halmstads BK","IFK Göteborg",0,2
"1983-04-24","Gefle IF","BK Häcken",1,1
"1983-04-24","IF Elfsborg","IK Brage",4,1
"1983-04-24","AIK","Östers IF",1,0
"1983-05-02","Mjällby AIF","BK Häcken",1,0
"1983-05-02","Hammarby IF","Malmö FF",2,1
"1983-05-02","Halmstads BK","IK Brage",1,1
"1983-05-02","IFK Göteborg","Östers IF",0,1
"1983-05-02","Gefle IF","AIK",3,0
"1983-05-03","Örgryte IS","IF Elfsborg",3,1
"1983-05-08","Östers IF","Hammarby IF",1,3
"1983-05-08","Malmö FF","Gefle IF",5,1
"1983-05-08","BK Häcken","Halmstads BK",0,2
"1983-05-08","IF Elfsborg","Mjällby AIF",2,0
"1983-05-08","IK Brage","IFK Göteborg",1,0
"1983-05-08","AIK","Örgryte IS",0,0
"1983-05-18","BK Häcken","Östers IF",0,2
"1983-05-18","AIK","Hammarby IF",2,2
"1983-05-19","Örgryte IS","IFK Göteborg",1,3
"1983-05-19","Mjällby AIF","Halmstads BK",2,2
"1983-05-19","IF Elfsborg","Malmö FF",1,3
"1983-05-19","IK Brage","Gefle IF",2,1
"1983-05-23","Östers IF","IK Brage",3,2
"1983-05-23","Malmö FF","BK Häcken",2,0
"1983-05-23","Hammarby IF","IF Elfsborg",2,2
"1983-05-23","Halmstads BK","Örgryte IS",1,0
"1983-05-23","IFK Göteborg","AIK",3,2
"1983-05-23","Gefle IF","Mjällby AIF",3,0
"1983-06-02","Östers IF","Halmstads BK",5,0
"1983-06-02","Malmö FF","IFK Göteborg",3,2
"1983-06-02","BK Häcken","Örgryte IS",0,0
"1983-06-02","Hammarby IF","Gefle IF",1,0
"1983-06-02","IF Elfsborg","AIK",0,0
"1983-06-02","IK Brage","Mjällby AIF",0,0
"1983-06-05","Örgryte IS","IK Brage",1,1
"1983-06-12","Mjällby AIF","Östers IF",2,4
"1983-06-12","Halmstads BK","Malmö FF",0,2
"1983-06-12","Gefle IF","IF Elfsborg",0,1
"1983-06-12","AIK","BK Häcken",1,0
"1983-06-13","IFK Göteborg","Hammarby IF",3,0
"1983-06-16","Mjällby AIF","AIK",0,6
"1983-06-16","Malmö FF","Östers IF",0,0
"1983-06-16","Hammarby IF","IK Brage",6,2
"1983-06-16","Halmstads BK","IF Elfsborg",3,3
"1983-06-16","IFK Göteborg","BK Häcken",5,0
"1983-06-16","Gefle IF","Örgryte IS",1,1
"1983-06-26","Östers IF","Gefle IF",3,1
"1983-06-26","Örgryte IS","Mjällby AIF",4,1
"1983-06-26","AIK","Halmstads BK",2,0
"1983-06-29","BK Häcken","Hammarby IF",1,1
"1983-06-29","IF Elfsborg","IFK Göteborg",1,1
"1983-06-29","IK Brage","Malmö FF",0,2
"1983-07-03","BK Häcken","IK Brage",2,0
"1983-07-03","Halmstads BK","Gefle IF",2,0
"1983-07-06","Östers IF","IF Elfsborg",2,0
"1983-07-06","Malmö FF","AIK",0,2
"1983-07-06","Hammarby IF","Örgryte IS",4,1
"1983-07-06","IFK Göteborg","Mjällby AIF",0,0
"1983-07-27","Örgryte IS","Hammarby IF",1,3
"1983-07-27","Mjällby AIF","IFK Göteborg",0,0
"1983-07-27","IF Elfsborg","Östers IF",1,1
"1983-07-27","AIK","Malmö FF",2,0
"1983-07-30","IK Brage","BK Häcken",3,2
"1983-07-31","Gefle IF","Halmstads BK",1,4
"1983-08-01","Örgryte IS","AIK",1,0
"1983-08-04","Mjällby AIF","IF Elfsborg",1,2
"1983-08-04","Hammarby IF","Östers IF",0,0
"1983-08-04","Halmstads BK","BK Häcken",3,2
"1983-08-04","IFK Göteborg","IK Brage",2,1
"1983-08-04","Gefle IF","Malmö FF",3,5
"1983-08-07","Östers IF","IFK Göteborg",0,1
"1983-08-07","Malmö FF","Hammarby IF",3,2
"1983-08-07","BK Häcken","Mjällby AIF",3,0
"1983-08-07","IF Elfsborg","Örgryte IS",0,4
"1983-08-07","IK Brage","Halmstads BK",2,2
"1983-08-07","AIK","Gefle IF",5,0
"1983-08-14","Mjällby AIF","Örgryte IS",3,3
"1983-08-14","Malmö FF","IK Brage",3,0
"1983-08-14","Hammarby IF","BK Häcken",2,2
"1983-08-14","Halmstads BK","AIK",0,0
"1983-08-14","IFK Göteborg","IF Elfsborg",0,0
"1983-08-14","Gefle IF","Östers IF",0,1
"1983-08-21","Östers IF","Malmö FF",0,0
"1983-08-21","Örgryte IS","Gefle IF",0,0
"1983-08-21","IF Elfsborg","Halmstads BK",0,1
"1983-08-21","IK Brage","Hammarby IF",1,2
"1983-08-21","AIK","Mjällby AIF",4,1
"1983-08-22","BK Häcken","IFK Göteborg",0,1
"1983-08-28","Örgryte IS","Halmstads BK",0,2
"1983-08-28","Mjällby AIF","Gefle IF",2,1
