"Date","HomeTeam","AwayTeam","HomeScore","AwayScore"
"1967-04-12","Djurgårdens IF","Helsingborgs IF",2,0
"1967-04-13","Örgryte IS","IFK Norrköping",2,0
"1967-04-14","Malmö FF","AIK",2,1
"1967-04-15","IF Elfsborg","IFK Göteborg",3,0
"1967-04-16","Hammarby IF","Örebro SK",0,2
"1967-04-16","GAIS","IFK Holmsund",1,1
"1967-04-20","IFK Norrköping","Djurgårdens IF",0,1
"1967-04-20","IFK Göteborg","Malmö FF",4,2
"1967-04-23","Örebro SK","Örgryte IS",1,2
"1967-04-23","Helsingborgs IF","IF Elfsborg",3,2
"1967-04-23","AIK","GAIS",2,0
"1967-04-26","Djurgårdens IF","Malmö FF",0,0
"1967-04-27","Örgryte IS","GAIS",1,4
"1967-04-27","IFK Norrköping","Hammarby IF",1,0
"1967-04-30","Örebro SK","IF Elfsborg",2,0
"1967-05-01","Helsingborgs IF","IFK Holmsund",4,1
"1967-05-01","IFK Göteborg","AIK",2,3
"1967-05-03","Malmö FF","Örgryte IS",3,0
"1967-05-04","IFK Holmsund","Hammarby IF",2,1
"1967-05-04","IF Elfsborg","Djurgårdens IF",1,2
"1967-05-05","AIK","Örebro SK",1,0
"1967-05-07","IFK Holmsund","IFK Göteborg",1,3
"1967-05-07","Hammarby IF","Helsingborgs IF",0,2
"1967-05-07","GAIS","IFK Norrköping",1,2
"1967-05-09","Örgryte IS","Djurgårdens IF",0,1
"1967-05-10","AIK","Hammarby IF",2,0
"1967-05-11","Örebro SK","IFK Holmsund",3,1
"1967-05-11","IFK Norrköping","IF Elfsborg",1,1
"1967-05-11","Helsingborgs IF","Malmö FF",0,2
"1967-05-11","IFK Göteborg","GAIS",1,2
"1967-05-15","GAIS","Örebro SK",2,0
"1967-05-19","Hammarby IF","IFK Göteborg",2,2
"1967-05-21","Malmö FF","IFK Norrköping",1,0
"1967-05-21","IFK Holmsund","AIK",0,2
"1967-05-21","GAIS","Helsingborgs IF",0,0
"1967-05-21","IF Elfsborg","Örgryte IS",4,4
"1967-05-21","Djurgårdens IF","Örebro SK",2,2
"1967-05-24","Örgryte IS","IFK Göteborg",1,1
"1967-05-24","Malmö FF","Hammarby IF",4,2
"1967-05-25","IFK Norrköping","Helsingborgs IF",1,0
"1967-05-25","IF Elfsborg","IFK Holmsund",4,1
"1967-05-25","Djurgårdens IF","AIK",1,1
"1967-06-04","Örebro SK","IFK Norrköping",0,1
